Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2016,W,ANTH,425, ,001,"SMNR MED ATHRO","De Burgos, Hugo",23,81.77,7.99,96,63,22,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,9,5,3
UBCO,2016,W,ANTH,425, ,OVERALL,"SMNR MED ATHRO"," ",23,81.77,7.99,96,63,22,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,9,5,3
UBCO,2016,W,ANTH,430, ,001,"ANTH OF MORT RIT","Nomokonova, Tatiana",34,78.76,14.2,97,25,32,1,1,0,0,0,0,1,0,0,1,1,0,1,2,2,1,5,4,9,7
UBCO,2016,W,ANTH,430, ,OVERALL,"ANTH OF MORT RIT"," ",34,78.76,14.2,97,25,32,1,1,0,0,0,0,1,0,0,1,1,0,1,2,2,1,5,4,9,7
UBCO,2016,W,ANTH,441, ,001,"FORENSIC ANTH","Nomokonova, Tatiana",19,82.82,8.41,99,70,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,6,3
UBCO,2016,W,ANTH,441, ,OVERALL,"FORENSIC ANTH"," ",19,82.82,8.41,99,70,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,6,3
UBCO,2016,W,ANTH,455, ,001,"POLITICAL ECOLOG","Kovacs-Kowalke, Eva Marie",23,90.14,5.17,96,80,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14
UBCO,2016,W,ANTH,455, ,OVERALL,"POLITICAL ECOLOG"," ",23,90.14,5.17,96,80,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14
UBCO,2016,W,ANTH,474, ,001,"PIDGINS, CREOLES","Schreyer, Christine",14,79.5,21.66,97,12,13,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,3,2,5
UBCO,2016,W,ANTH,474, ,OVERALL,"PIDGINS, CREOLES"," ",14,79.5,21.66,97,12,13,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,3,2,5
UBCO,2016,W,ANTH,490,N,001,"TOPICS ANTH","van Roggen, Judy",8,75,16.81,95,46,7,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,2,1
UBCO,2016,W,ANTH,490, ,OVERALL,"TOPICS ANTH"," ",8,75,16.81,95,46,7,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,2,1
